Source;Target;Type;Weight
664;365;Undirected;1
581;664;Undirected;1
581;479;Undirected;1
664;479;Undirected;1
581;664;Undirected;1
581;280;Undirected;1
581;671;Undirected;1
581;479;Undirected;1
664;280;Undirected;1
664;671;Undirected;1
664;479;Undirected;1
280;671;Undirected;1
280;479;Undirected;1
671;479;Undirected;1
581;664;Undirected;1
581;280;Undirected;1
581;671;Undirected;1
664;280;Undirected;1
664;671;Undirected;1
280;671;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
479;365;Undirected;1
664;365;Undirected;1
671;79;Undirected;1
581;280;Undirected;1
664;365;Undirected;1
357;669;Undirected;1
357;581;Undirected;1
357;664;Undirected;1
357;280;Undirected;1
669;581;Undirected;1
669;664;Undirected;1
669;280;Undirected;1
581;664;Undirected;1
581;280;Undirected;1
664;280;Undirected;1
357;669;Undirected;1
357;581;Undirected;1
357;664;Undirected;1
357;280;Undirected;1
669;581;Undirected;1
669;664;Undirected;1
669;280;Undirected;1
581;664;Undirected;1
581;280;Undirected;1
664;280;Undirected;1
626;21;Undirected;1
626;365;Undirected;1
21;365;Undirected;1
631;524;Undirected;1
518;693;Undirected;1
377;693;Undirected;1
377;365;Undirected;1
693;365;Undirected;1
270;479;Undirected;1
128;480;Undirected;1
128;669;Undirected;1
480;669;Undirected;1
429;479;Undirected;1
693;365;Undirected;1
262;624;Undirected;1
262;511;Undirected;1
262;231;Undirected;1
624;511;Undirected;1
624;231;Undirected;1
511;231;Undirected;1
34;479;Undirected;1
290;479;Undirected;1
721;290;Undirected;1
301;290;Undirected;1
301;20;Undirected;1
290;20;Undirected;1
550;156;Undirected;1
550;586;Undirected;1
156;586;Undirected;1
664;479;Undirected;1
581;365;Undirected;1
432;156;Undirected;1
482;641;Undirected;1
482;173;Undirected;1
641;173;Undirected;1
482;479;Undirected;1
101;641;Undirected;1
101;693;Undirected;1
101;479;Undirected;1
641;693;Undirected;1
641;479;Undirected;1
693;479;Undirected;1
344;566;Undirected;1
374;566;Undirected;1
374;479;Undirected;1
566;479;Undirected;1
280;566;Undirected;1
280;205;Undirected;1
566;205;Undirected;1
518;231;Undirected;1
693;231;Undirected;1
693;365;Undirected;1
231;365;Undirected;1
34;479;Undirected;1
586;365;Undirected;1
550;586;Undirected;1
599;365;Undirected;1
599;479;Undirected;1
33;599;Undirected;1
33;479;Undirected;1
33;365;Undirected;1
599;479;Undirected;1
599;365;Undirected;1
479;365;Undirected;1
33;599;Undirected;1
33;479;Undirected;1
33;365;Undirected;1
599;479;Undirected;1
599;365;Undirected;1
479;365;Undirected;1
518;693;Undirected;1
48;365;Undirected;1
518;365;Undirected;1
298;479;Undirected;1
298;270;Undirected;1
130;511;Undirected;1
630;659;Undirected;1
630;419;Undirected;1
630;311;Undirected;1
630;693;Undirected;1
630;365;Undirected;1
659;419;Undirected;1
659;311;Undirected;1
659;693;Undirected;1
659;365;Undirected;1
419;311;Undirected;1
419;693;Undirected;1
419;365;Undirected;1
311;693;Undirected;1
311;365;Undirected;1
693;365;Undirected;1
568;479;Undirected;1
568;412;Undirected;1
12;511;Undirected;1
12;365;Undirected;1
511;365;Undirected;1
12;511;Undirected;1
12;365;Undirected;1
511;365;Undirected;1
722;559;Undirected;1
722;511;Undirected;1
559;511;Undirected;1
511;365;Undirected;1
401;511;Undirected;1
401;479;Undirected;1
511;479;Undirected;1
401;511;Undirected;1
401;479;Undirected;1
511;479;Undirected;1
718;172;Undirected;1
226;683;Undirected;1
683;693;Undirected;1
486;361;Undirected;1
486;12;Undirected;1
361;12;Undirected;1
361;365;Undirected;1
486;361;Undirected;1
486;365;Undirected;1
361;365;Undirected;1
518;365;Undirected;1
157;518;Undirected;1
624;559;Undirected;1
624;479;Undirected;1
559;479;Undirected;1
624;693;Undirected;1
624;365;Undirected;1
693;365;Undirected;1
697;90;Undirected;1
697;690;Undirected;1
90;690;Undirected;1
697;90;Undirected;1
697;690;Undirected;1
90;690;Undirected;1
206;90;Undirected;1
270;273;Undirected;1
270;48;Undirected;1
270;479;Undirected;1
273;48;Undirected;1
273;479;Undirected;1
48;479;Undirected;1
273;48;Undirected;1
273;479;Undirected;1
48;479;Undirected;1
270;273;Undirected;1
270;48;Undirected;1
273;48;Undirected;1
284;90;Undirected;1
284;479;Undirected;1
90;479;Undirected;1
206;90;Undirected;1
279;195;Undirected;1
279;722;Undirected;1
279;150;Undirected;1
195;722;Undirected;1
195;150;Undirected;1
722;150;Undirected;1
279;479;Undirected;1
279;500;Undirected;1
279;693;Undirected;1
500;693;Undirected;1
279;500;Undirected;1
279;693;Undirected;1
500;693;Undirected;1
273;479;Undirected;1
539;479;Undirected;1
539;365;Undirected;1
479;365;Undirected;1
277;693;Undirected;1
277;479;Undirected;1
277;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
277;693;Undirected;1
277;479;Undirected;1
277;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
407;538;Undirected;1
407;193;Undirected;1
407;38;Undirected;1
538;193;Undirected;1
538;38;Undirected;1
193;38;Undirected;1
498;423;Undirected;1
498;615;Undirected;1
498;346;Undirected;1
498;383;Undirected;1
498;81;Undirected;1
498;31;Undirected;1
498;309;Undirected;1
498;218;Undirected;1
498;665;Undirected;1
498;79;Undirected;1
423;615;Undirected;1
423;346;Undirected;1
423;383;Undirected;1
423;81;Undirected;1
423;31;Undirected;1
423;309;Undirected;1
423;218;Undirected;1
423;665;Undirected;1
423;79;Undirected;1
615;346;Undirected;1
615;383;Undirected;1
615;81;Undirected;1
615;31;Undirected;1
615;309;Undirected;1
615;218;Undirected;1
615;665;Undirected;1
615;79;Undirected;1
346;383;Undirected;1
346;81;Undirected;1
346;31;Undirected;1
346;309;Undirected;1
346;218;Undirected;1
346;665;Undirected;1
346;79;Undirected;1
383;81;Undirected;1
383;31;Undirected;1
383;309;Undirected;1
383;218;Undirected;1
383;665;Undirected;1
383;79;Undirected;1
81;31;Undirected;1
81;309;Undirected;1
81;218;Undirected;1
81;665;Undirected;1
81;79;Undirected;1
31;309;Undirected;1
31;218;Undirected;1
31;665;Undirected;1
31;79;Undirected;1
309;218;Undirected;1
309;665;Undirected;1
309;79;Undirected;1
218;665;Undirected;1
218;79;Undirected;1
665;79;Undirected;1
607;39;Undirected;1
479;365;Undirected;1
709;514;Undirected;1
709;449;Undirected;1
709;365;Undirected;1
514;449;Undirected;1
514;365;Undirected;1
449;365;Undirected;1
518;365;Undirected;1
479;365;Undirected;1
539;22;Undirected;1
539;511;Undirected;1
22;511;Undirected;1
242;76;Undirected;1
242;365;Undirected;1
76;365;Undirected;1
242;365;Undirected;1
539;365;Undirected;1
539;693;Undirected;1
539;511;Undirected;1
539;479;Undirected;1
511;479;Undirected;1
539;22;Undirected;1
539;511;Undirected;1
539;479;Undirected;1
22;511;Undirected;1
22;479;Undirected;1
511;479;Undirected;1
539;22;Undirected;1
539;511;Undirected;1
22;511;Undirected;1
539;22;Undirected;1
539;511;Undirected;1
22;511;Undirected;1
277;50;Undirected;1
277;693;Undirected;1
50;693;Undirected;1
277;693;Undirected;1
539;365;Undirected;1
43;539;Undirected;1
315;693;Undirected;1
315;479;Undirected;1
315;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
315;693;Undirected;1
315;479;Undirected;1
315;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
693;39;Undirected;1
660;365;Undirected;1
101;76;Undirected;1
101;366;Undirected;1
237;693;Undirected;1
237;693;Undirected;1
49;346;Undirected;1
49;144;Undirected;1
49;38;Undirected;1
49;218;Undirected;1
49;130;Undirected;1
346;144;Undirected;1
346;38;Undirected;1
346;218;Undirected;1
346;130;Undirected;1
144;38;Undirected;1
144;218;Undirected;1
144;130;Undirected;1
38;218;Undirected;1
38;130;Undirected;1
218;130;Undirected;1
346;144;Undirected;1
693;366;Undirected;1
490;693;Undirected;1
490;479;Undirected;1
693;479;Undirected;1
490;693;Undirected;1
490;479;Undirected;1
693;479;Undirected;1
311;693;Undirected;1
287;175;Undirected;1
287;518;Undirected;1
287;656;Undirected;1
175;518;Undirected;1
175;656;Undirected;1
518;656;Undirected;1
287;175;Undirected;1
287;656;Undirected;1
175;656;Undirected;1
287;175;Undirected;1
287;518;Undirected;1
175;518;Undirected;1
693;479;Undirected;1
175;144;Undirected;1
175;365;Undirected;1
144;365;Undirected;1
175;144;Undirected;1
175;365;Undirected;1
144;365;Undirected;1
288;693;Undirected;1
288;365;Undirected;1
693;365;Undirected;1
311;693;Undirected;1
311;365;Undirected;1
693;365;Undirected;1
394;150;Undirected;1
394;479;Undirected;1
150;479;Undirected;1
518;693;Undirected;1
518;365;Undirected;1
693;365;Undirected;1
518;693;Undirected;1
518;365;Undirected;1
693;365;Undirected;1
205;511;Undirected;1
205;39;Undirected;1
205;366;Undirected;1
511;39;Undirected;1
511;366;Undirected;1
39;366;Undirected;1
287;175;Undirected;1
287;130;Undirected;1
287;656;Undirected;1
287;365;Undirected;1
175;130;Undirected;1
175;656;Undirected;1
175;365;Undirected;1
130;656;Undirected;1
130;365;Undirected;1
656;365;Undirected;1
287;175;Undirected;1
287;130;Undirected;1
287;656;Undirected;1
287;365;Undirected;1
175;130;Undirected;1
175;656;Undirected;1
175;365;Undirected;1
130;656;Undirected;1
130;365;Undirected;1
656;365;Undirected;1
462;693;Undirected;1
127;39;Undirected;1
127;479;Undirected;1
39;479;Undirected;1
127;39;Undirected;1
127;479;Undirected;1
39;479;Undirected;1
78;553;Undirected;1
78;155;Undirected;1
78;133;Undirected;1
78;15;Undirected;1
553;155;Undirected;1
553;133;Undirected;1
553;15;Undirected;1
155;133;Undirected;1
155;15;Undirected;1
133;15;Undirected;1
78;553;Undirected;1
78;155;Undirected;1
78;133;Undirected;1
78;15;Undirected;1
553;155;Undirected;1
553;133;Undirected;1
553;15;Undirected;1
155;133;Undirected;1
155;15;Undirected;1
133;15;Undirected;1
437;511;Undirected;1
106;479;Undirected;1
279;415;Undirected;1
66;621;Undirected;1
66;150;Undirected;1
66;437;Undirected;1
66;12;Undirected;1
66;511;Undirected;1
66;39;Undirected;1
66;479;Undirected;1
621;150;Undirected;1
621;437;Undirected;1
621;12;Undirected;1
621;511;Undirected;1
621;39;Undirected;1
621;479;Undirected;1
150;437;Undirected;1
150;12;Undirected;1
150;511;Undirected;1
150;39;Undirected;1
150;479;Undirected;1
437;12;Undirected;1
437;511;Undirected;1
437;39;Undirected;1
437;479;Undirected;1
12;511;Undirected;1
12;39;Undirected;1
12;479;Undirected;1
511;39;Undirected;1
511;479;Undirected;1
39;479;Undirected;1
66;621;Undirected;1
66;150;Undirected;1
66;437;Undirected;1
66;12;Undirected;1
66;511;Undirected;1
66;39;Undirected;1
66;479;Undirected;1
621;150;Undirected;1
621;437;Undirected;1
621;12;Undirected;1
621;511;Undirected;1
621;39;Undirected;1
621;479;Undirected;1
150;437;Undirected;1
150;12;Undirected;1
150;511;Undirected;1
150;39;Undirected;1
150;479;Undirected;1
437;12;Undirected;1
437;511;Undirected;1
437;39;Undirected;1
437;479;Undirected;1
12;511;Undirected;1
12;39;Undirected;1
12;479;Undirected;1
511;39;Undirected;1
511;479;Undirected;1
39;479;Undirected;1
66;621;Undirected;1
66;437;Undirected;1
66;511;Undirected;1
66;39;Undirected;1
66;479;Undirected;1
621;437;Undirected;1
621;511;Undirected;1
621;39;Undirected;1
621;479;Undirected;1
437;511;Undirected;1
437;39;Undirected;1
437;479;Undirected;1
511;39;Undirected;1
511;479;Undirected;1
39;479;Undirected;1
66;621;Undirected;1
66;437;Undirected;1
66;511;Undirected;1
66;39;Undirected;1
66;479;Undirected;1
621;437;Undirected;1
621;511;Undirected;1
621;39;Undirected;1
621;479;Undirected;1
437;511;Undirected;1
437;39;Undirected;1
437;479;Undirected;1
511;39;Undirected;1
511;479;Undirected;1
39;479;Undirected;1
150;365;Undirected;1
479;365;Undirected;1
92;693;Undirected;1
127;479;Undirected;1
511;39;Undirected;1
605;633;Undirected;1
605;134;Undirected;1
605;437;Undirected;1
605;511;Undirected;1
633;134;Undirected;1
633;437;Undirected;1
633;511;Undirected;1
134;437;Undirected;1
134;511;Undirected;1
437;511;Undirected;1
701;175;Undirected;1
701;116;Undirected;1
175;116;Undirected;1
418;479;Undirected;1
175;418;Undirected;1
127;479;Undirected;1
437;479;Undirected;1
14;671;Undirected;1
14;593;Undirected;1
671;593;Undirected;1
66;150;Undirected;1
127;39;Undirected;1
127;479;Undirected;1
127;365;Undirected;1
715;127;Undirected;1
127;479;Undirected;1
621;365;Undirected;1
201;479;Undirected;1
437;365;Undirected;1
39;479;Undirected;1
127;479;Undirected;1
504;580;Undirected;1
504;416;Undirected;1
504;383;Undirected;1
580;416;Undirected;1
580;383;Undirected;1
416;383;Undirected;1
535;479;Undirected;1
535;365;Undirected;1
479;365;Undirected;1
535;479;Undirected;1
535;365;Undirected;1
479;365;Undirected;1
209;150;Undirected;1
209;479;Undirected;1
479;365;Undirected;1
66;479;Undirected;1
127;479;Undirected;1
127;365;Undirected;1
479;365;Undirected;1
127;479;Undirected;1
127;365;Undirected;1
479;365;Undirected;1
535;621;Undirected;1
535;479;Undirected;1
621;479;Undirected;1
535;621;Undirected;1
535;479;Undirected;1
621;479;Undirected;1
262;125;Undirected;1
262;467;Undirected;1
125;467;Undirected;1
285;98;Undirected;1
285;76;Undirected;1
285;479;Undirected;1
98;76;Undirected;1
98;479;Undirected;1
76;479;Undirected;1
98;479;Undirected;1
554;507;Undirected;1
554;687;Undirected;1
507;687;Undirected;1
554;379;Undirected;1
554;365;Undirected;1
379;365;Undirected;1
554;379;Undirected;1
554;365;Undirected;1
379;365;Undirected;1
554;687;Undirected;1
74;687;Undirected;1
487;437;Undirected;1
204;127;Undirected;1
127;720;Undirected;1
535;621;Undirected;1
535;365;Undirected;1
621;365;Undirected;1
531;479;Undirected;1
365;366;Undirected;1
311;693;Undirected;1
311;479;Undirected;1
526;279;Undirected;1
526;705;Undirected;1
526;2;Undirected;1
526;76;Undirected;1
526;365;Undirected;1
279;705;Undirected;1
279;2;Undirected;1
279;76;Undirected;1
279;365;Undirected;1
705;2;Undirected;1
705;76;Undirected;1
705;365;Undirected;1
2;76;Undirected;1
2;365;Undirected;1
76;365;Undirected;1
675;479;Undirected;1
437;479;Undirected;1
526;279;Undirected;1
526;705;Undirected;1
526;2;Undirected;1
526;76;Undirected;1
526;365;Undirected;1
279;705;Undirected;1
279;2;Undirected;1
279;76;Undirected;1
279;365;Undirected;1
705;2;Undirected;1
705;76;Undirected;1
705;365;Undirected;1
2;76;Undirected;1
2;365;Undirected;1
76;365;Undirected;1
535;621;Undirected;1
535;693;Undirected;1
535;479;Undirected;1
621;693;Undirected;1
621;479;Undirected;1
693;479;Undirected;1
535;621;Undirected;1
535;693;Undirected;1
535;479;Undirected;1
621;693;Undirected;1
621;479;Undirected;1
693;479;Undirected;1
24;479;Undirected;1
270;365;Undirected;1
671;479;Undirected;1
671;365;Undirected;1
479;365;Undirected;1
511;479;Undirected;1
511;365;Undirected;1
479;365;Undirected;1
511;479;Undirected;1
511;365;Undirected;1
479;365;Undirected;1
39;479;Undirected;1
39;365;Undirected;1
479;365;Undirected;1
127;130;Undirected;1
127;365;Undirected;1
130;365;Undirected;1
127;130;Undirected;1
127;479;Undirected;1
127;365;Undirected;1
130;479;Undirected;1
130;365;Undirected;1
479;365;Undirected;1
130;479;Undirected;1
130;365;Undirected;1
479;365;Undirected;1
127;130;Undirected;1
127;365;Undirected;1
130;365;Undirected;1
599;365;Undirected;1
66;621;Undirected;1
66;437;Undirected;1
621;437;Undirected;1
594;425;Undirected;1
594;236;Undirected;1
594;116;Undirected;1
594;187;Undirected;1
425;236;Undirected;1
425;116;Undirected;1
425;187;Undirected;1
236;116;Undirected;1
236;187;Undirected;1
116;187;Undirected;1
179;479;Undirected;1
179;365;Undirected;1
479;365;Undirected;1
599;511;Undirected;1
599;479;Undirected;1
599;365;Undirected;1
511;479;Undirected;1
511;365;Undirected;1
479;365;Undirected;1
236;705;Undirected;1
236;116;Undirected;1
236;187;Undirected;1
236;365;Undirected;1
705;116;Undirected;1
705;187;Undirected;1
705;365;Undirected;1
116;187;Undirected;1
116;365;Undirected;1
187;365;Undirected;1
236;705;Undirected;1
236;116;Undirected;1
236;187;Undirected;1
236;365;Undirected;1
705;116;Undirected;1
705;187;Undirected;1
705;365;Undirected;1
116;187;Undirected;1
116;365;Undirected;1
187;365;Undirected;1
425;479;Undirected;1
641;693;Undirected;1
641;479;Undirected;1
641;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
76;415;Undirected;1
415;479;Undirected;1
236;116;Undirected;1
236;415;Undirected;1
116;415;Undirected;1
479;365;Undirected;1
594;479;Undirected;1
176;672;Undirected;1
176;425;Undirected;1
672;425;Undirected;1
546;365;Undirected;1
415;479;Undirected;1
197;474;Undirected;1
197;236;Undirected;1
197;187;Undirected;1
197;15;Undirected;1
197;621;Undirected;1
197;511;Undirected;1
197;231;Undirected;1
197;39;Undirected;1
197;545;Undirected;1
474;236;Undirected;1
474;187;Undirected;1
474;15;Undirected;1
474;621;Undirected;1
474;511;Undirected;1
474;231;Undirected;1
474;39;Undirected;1
474;545;Undirected;1
236;187;Undirected;1
236;15;Undirected;1
236;621;Undirected;1
236;511;Undirected;1
236;231;Undirected;1
236;39;Undirected;1
236;545;Undirected;1
187;15;Undirected;1
187;621;Undirected;1
187;511;Undirected;1
187;231;Undirected;1
187;39;Undirected;1
187;545;Undirected;1
15;621;Undirected;1
15;511;Undirected;1
15;231;Undirected;1
15;39;Undirected;1
15;545;Undirected;1
621;511;Undirected;1
621;231;Undirected;1
621;39;Undirected;1
621;545;Undirected;1
511;231;Undirected;1
511;39;Undirected;1
511;545;Undirected;1
231;39;Undirected;1
231;545;Undirected;1
39;545;Undirected;1
474;187;Undirected;1
474;15;Undirected;1
474;545;Undirected;1
187;15;Undirected;1
187;545;Undirected;1
15;545;Undirected;1
197;474;Undirected;1
197;236;Undirected;1
197;187;Undirected;1
197;621;Undirected;1
197;511;Undirected;1
197;231;Undirected;1
197;39;Undirected;1
474;236;Undirected;1
474;187;Undirected;1
474;621;Undirected;1
474;511;Undirected;1
474;231;Undirected;1
474;39;Undirected;1
236;187;Undirected;1
236;621;Undirected;1
236;511;Undirected;1
236;231;Undirected;1
236;39;Undirected;1
187;621;Undirected;1
187;511;Undirected;1
187;231;Undirected;1
187;39;Undirected;1
621;511;Undirected;1
621;231;Undirected;1
621;39;Undirected;1
511;231;Undirected;1
511;39;Undirected;1
231;39;Undirected;1
373;479;Undirected;1
307;275;Undirected;1
307;270;Undirected;1
307;479;Undirected;1
307;365;Undirected;1
275;270;Undirected;1
275;479;Undirected;1
275;365;Undirected;1
270;479;Undirected;1
270;365;Undirected;1
479;365;Undirected;1
373;365;Undirected;1
236;116;Undirected;1
427;533;Undirected;1
427;130;Undirected;1
427;454;Undirected;1
533;130;Undirected;1
533;454;Undirected;1
130;454;Undirected;1
383;41;Undirected;1
383;210;Undirected;1
41;210;Undirected;1
121;136;Undirected;1
121;141;Undirected;1
121;198;Undirected;1
121;471;Undirected;1
121;479;Undirected;1
136;141;Undirected;1
136;198;Undirected;1
136;471;Undirected;1
136;479;Undirected;1
141;198;Undirected;1
141;471;Undirected;1
141;479;Undirected;1
198;471;Undirected;1
198;479;Undirected;1
471;479;Undirected;1
32;577;Undirected;1
32;499;Undirected;1
32;254;Undirected;1
32;479;Undirected;1
577;499;Undirected;1
577;254;Undirected;1
577;479;Undirected;1
499;254;Undirected;1
499;479;Undirected;1
254;479;Undirected;1
32;577;Undirected;1
32;499;Undirected;1
32;254;Undirected;1
32;479;Undirected;1
577;499;Undirected;1
577;254;Undirected;1
577;479;Undirected;1
499;254;Undirected;1
499;479;Undirected;1
254;479;Undirected;1
125;384;Undirected;1
125;575;Undirected;1
384;575;Undirected;1
318;681;Undirected;1
318;309;Undirected;1
318;479;Undirected;1
681;309;Undirected;1
681;479;Undirected;1
309;479;Undirected;1
456;24;Undirected;1
456;139;Undirected;1
456;205;Undirected;1
456;201;Undirected;1
456;218;Undirected;1
456;432;Undirected;1
456;156;Undirected;1
456;511;Undirected;1
456;231;Undirected;1
456;479;Undirected;1
456;366;Undirected;1
24;139;Undirected;1
24;205;Undirected;1
24;201;Undirected;1
24;218;Undirected;1
24;432;Undirected;1
24;156;Undirected;1
24;511;Undirected;1
24;231;Undirected;1
24;479;Undirected;1
24;366;Undirected;1
139;205;Undirected;1
139;201;Undirected;1
139;218;Undirected;1
139;432;Undirected;1
139;156;Undirected;1
139;511;Undirected;1
139;231;Undirected;1
139;479;Undirected;1
139;366;Undirected;1
205;201;Undirected;1
205;218;Undirected;1
205;432;Undirected;1
205;156;Undirected;1
205;511;Undirected;1
205;231;Undirected;1
205;479;Undirected;1
205;366;Undirected;1
201;218;Undirected;1
201;432;Undirected;1
201;156;Undirected;1
201;511;Undirected;1
201;231;Undirected;1
201;479;Undirected;1
201;366;Undirected;1
218;432;Undirected;1
218;156;Undirected;1
218;511;Undirected;1
218;231;Undirected;1
218;479;Undirected;1
218;366;Undirected;1
432;156;Undirected;1
432;511;Undirected;1
432;231;Undirected;1
432;479;Undirected;1
432;366;Undirected;1
156;511;Undirected;1
156;231;Undirected;1
156;479;Undirected;1
156;366;Undirected;1
511;231;Undirected;1
511;479;Undirected;1
511;366;Undirected;1
231;479;Undirected;1
231;366;Undirected;1
479;366;Undirected;1
621;693;Undirected;1
303;321;Undirected;1
303;518;Undirected;1
303;150;Undirected;1
303;693;Undirected;1
321;518;Undirected;1
321;150;Undirected;1
321;693;Undirected;1
518;150;Undirected;1
518;693;Undirected;1
150;693;Undirected;1
693;365;Undirected;1
261;479;Undirected;1
350;48;Undirected;1
512;437;Undirected;1
512;693;Undirected;1
512;511;Undirected;1
512;593;Undirected;1
437;693;Undirected;1
437;511;Undirected;1
437;593;Undirected;1
693;511;Undirected;1
693;593;Undirected;1
511;593;Undirected;1
512;437;Undirected;1
512;693;Undirected;1
512;511;Undirected;1
512;593;Undirected;1
437;693;Undirected;1
437;511;Undirected;1
437;593;Undirected;1
693;511;Undirected;1
693;593;Undirected;1
511;593;Undirected;1
270;365;Undirected;1
298;270;Undirected;1
298;693;Undirected;1
600;511;Undirected;1
188;511;Undirected;1
411;511;Undirected;1
511;479;Undirected;1
693;365;Undirected;1
135;89;Undirected;1
135;621;Undirected;1
135;693;Undirected;1
135;479;Undirected;1
135;365;Undirected;1
89;621;Undirected;1
89;693;Undirected;1
89;479;Undirected;1
89;365;Undirected;1
621;693;Undirected;1
621;479;Undirected;1
621;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
135;89;Undirected;1
135;621;Undirected;1
135;693;Undirected;1
135;479;Undirected;1
135;365;Undirected;1
89;621;Undirected;1
89;693;Undirected;1
89;479;Undirected;1
89;365;Undirected;1
621;693;Undirected;1
621;479;Undirected;1
621;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
135;89;Undirected;1
135;621;Undirected;1
135;693;Undirected;1
135;479;Undirected;1
135;365;Undirected;1
89;621;Undirected;1
89;693;Undirected;1
89;479;Undirected;1
89;365;Undirected;1
621;693;Undirected;1
621;479;Undirected;1
621;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
89;693;Undirected;1
89;479;Undirected;1
89;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
303;621;Undirected;1
329;693;Undirected;1
693;365;Undirected;1
303;693;Undirected;1
303;415;Undirected;1
693;415;Undirected;1
303;693;Undirected;1
303;415;Undirected;1
693;415;Undirected;1
693;365;Undirected;1
518;365;Undirected;1
69;4;Undirected;1
419;693;Undirected;1
419;479;Undirected;1
693;479;Undirected;1
630;659;Undirected;1
630;419;Undirected;1
659;419;Undirected;1
62;321;Undirected;1
62;693;Undirected;1
321;693;Undirected;1
62;321;Undirected;1
62;693;Undirected;1
321;693;Undirected;1
550;156;Undirected;1
550;394;Undirected;1
550;415;Undirected;1
156;394;Undirected;1
156;415;Undirected;1
394;415;Undirected;1
621;693;Undirected;1
518;415;Undirected;1
415;365;Undirected;1
330;97;Undirected;1
97;270;Undirected;1
130;665;Undirected;1
130;511;Undirected;1
665;511;Undirected;1
150;365;Undirected;1
621;150;Undirected;1
266;365;Undirected;1
518;266;Undirected;1
518;479;Undirected;1
266;479;Undirected;1
627;394;Undirected;1
627;415;Undirected;1
394;415;Undirected;1
518;693;Undirected;1
693;365;Undirected;1
266;365;Undirected;1
86;266;Undirected;1
524;266;Undirected;1
524;365;Undirected;1
266;365;Undirected;1
524;266;Undirected;1
524;365;Undirected;1
266;365;Undirected;1
641;693;Undirected;1
641;479;Undirected;1
641;365;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
641;270;Undirected;1
641;179;Undirected;1
641;693;Undirected;1
641;415;Undirected;1
641;479;Undirected;1
641;365;Undirected;1
270;179;Undirected;1
270;693;Undirected;1
270;415;Undirected;1
270;479;Undirected;1
270;365;Undirected;1
179;693;Undirected;1
179;415;Undirected;1
179;479;Undirected;1
179;365;Undirected;1
693;415;Undirected;1
693;479;Undirected;1
693;365;Undirected;1
415;479;Undirected;1
415;365;Undirected;1
479;365;Undirected;1
270;179;Undirected;1
270;693;Undirected;1
270;365;Undirected;1
179;693;Undirected;1
179;365;Undirected;1
693;365;Undirected;1
270;179;Undirected;1
270;693;Undirected;1
270;415;Undirected;1
270;365;Undirected;1
179;693;Undirected;1
179;415;Undirected;1
179;365;Undirected;1
693;415;Undirected;1
693;365;Undirected;1
415;365;Undirected;1
179;693;Undirected;1
179;415;Undirected;1
179;365;Undirected;1
693;415;Undirected;1
693;365;Undirected;1
415;365;Undirected;1
566;422;Undirected;1
566;365;Undirected;1
422;365;Undirected;1
511;366;Undirected;1
479;365;Undirected;1
432;156;Undirected;1
432;270;Undirected;1
432;479;Undirected;1
156;270;Undirected;1
156;479;Undirected;1
270;479;Undirected;1
432;156;Undirected;1
432;270;Undirected;1
432;479;Undirected;1
156;270;Undirected;1
156;479;Undirected;1
270;479;Undirected;1
432;156;Undirected;1
432;270;Undirected;1
432;479;Undirected;1
156;270;Undirected;1
156;479;Undirected;1
270;479;Undirected;1
347;478;Undirected;1
347;577;Undirected;1
347;116;Undirected;1
478;577;Undirected;1
478;116;Undirected;1
577;116;Undirected;1
347;478;Undirected;1
347;577;Undirected;1
347;116;Undirected;1
478;577;Undirected;1
478;116;Undirected;1
577;116;Undirected;1
621;693;Undirected;1
621;365;Undirected;1
693;365;Undirected;1
621;693;Undirected;1
621;365;Undirected;1
693;365;Undirected;1
479;365;Undirected;1
511;366;Undirected;1
511;366;Undirected;1
288;365;Undirected;1
288;511;Undirected;1
288;366;Undirected;1
511;366;Undirected;1
288;365;Undirected;1
288;479;Undirected;1
450;596;Undirected;1
596;479;Undirected;1
311;503;Undirected;1
311;479;Undirected;1
311;365;Undirected;1
503;479;Undirected;1
503;365;Undirected;1
479;365;Undirected;1
311;503;Undirected;1
311;479;Undirected;1
311;365;Undirected;1
503;479;Undirected;1
503;365;Undirected;1
479;365;Undirected;1
311;503;Undirected;1
311;479;Undirected;1
311;365;Undirected;1
503;479;Undirected;1
503;365;Undirected;1
479;365;Undirected;1
1;479;Undirected;1
397;479;Undirected;1
397;365;Undirected;1
479;365;Undirected;1
397;266;Undirected;1
550;297;Undirected;1
550;621;Undirected;1
550;415;Undirected;1
550;511;Undirected;1
550;593;Undirected;1
550;39;Undirected;1
297;621;Undirected;1
297;415;Undirected;1
297;511;Undirected;1
297;593;Undirected;1
297;39;Undirected;1
